i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,i15_seen
美国,141,教父3,8.7,1990,弗朗西斯·福特·科波拉,"剧情,犯罪",170,美国,121279,1294240,https://movie.douban.com/subject/1294240/,http://www.imdb.com/title/tt0099674,18,145,1
美国,142,完美的世界,9,1993,克林特·伊斯特伍德,"剧情,犯罪",138,美国,73981,1300992,https://movie.douban.com/subject/1300992/,http://www.imdb.com/title/tt0107808,114,146,
香港,143,纵横四海,8.7,1991,吴宇森,"剧情,喜剧,动作,犯罪",108,香港,132879,1295409,https://movie.douban.com/subject/1295409/,http://www.imdb.com/title/tt0101020,47,147,
日本,144,萤火之森,8.7,2011,大森贵弘,"剧情,爱情,动画,奇幻",45,日本,143793,5989818,https://movie.douban.com/subject/5989818/,http://www.imdb.com/title/tt2061702,177,148,
美国,145,玩具总动员3,8.7,2010,李·昂克里奇,"喜剧,动画,奇幻,冒险",103,美国,183039,1858711,https://movie.douban.com/subject/1858711/,http://www.imdb.com/title/tt0435761,8,149,1
美国,146,人工智能,8.6,2001,史蒂文·斯皮尔伯格,"剧情,科幻,冒险",146,美国,179400,1302827,https://movie.douban.com/subject/1302827/,http://www.imdb.com/title/tt0212720,111,150,1
美国,147,我是山姆,8.8,2001,杰茜·尼尔森,"剧情,家庭",132,美国,95234,1306861,https://movie.douban.com/subject/1306861/,http://www.imdb.com/title/tt0277027,179,151,
德国,148,浪潮,8.7,2008,丹尼斯·甘塞尔,"剧情,惊悚",107,德国,122668,2297265,https://movie.douban.com/subject/2297265/,http://www.imdb.com/title/tt1063669,46,152,
德国,149,香水,8.4,2006,汤姆·提克威,"剧情,犯罪,奇幻",147,德国 / 法国 / 西班牙 / 美国,260127,1760622,https://movie.douban.com/subject/1760622/,http://www.imdb.com/title/tt0396171,146,153,1
韩国,150,7号房的礼物,8.7,2013,李焕庆,"剧情,喜剧,家庭",127,韩国,158676,10777687,https://movie.douban.com/subject/10777687/,http://www.imdb.com/title/tt2659414,144,154,1
美国,151,冰川时代,8.4,2002,卡洛斯·沙尔丹哈,"喜剧,动画,冒险",81,美国,254241,1291578,https://movie.douban.com/subject/1291578/,http://www.imdb.com/title/tt0268380,15,155,1
美国,152,哈利·波特与死亡圣器(下),8.6,2011,大卫·叶茨,"剧情,悬疑,奇幻,冒险",130,美国 / 英国,256239,3011235,https://movie.douban.com/subject/3011235/,http://www.imdb.com/title/tt1201607,31,156,1
香港,153,花样年华,8.5,2000,王家卫,"剧情,爱情",98,香港 / 法国,228868,1291557,https://movie.douban.com/subject/1291557/,http://www.imdb.com/title/tt0118694,225,157,
美国,154,撞车,8.6,2004,保罗·哈吉斯,"剧情,犯罪",112,美国 / 德国,165458,1388216,https://movie.douban.com/subject/1388216/,http://www.imdb.com/title/tt0375679,68,158,1
英国,155,追随,8.9,1998,克里斯托弗·诺兰,"悬疑,惊悚,犯罪",70,英国,74588,1397546,https://movie.douban.com/subject/1397546/,http://www.imdb.com/title/tt0154506,25,159,1
美国,156,朗读者,8.5,2008,史蒂芬·戴德利,"剧情,爱情",124,美国 / 德国,265710,2213597,https://movie.douban.com/subject/2213597/,http://www.imdb.com/title/tt0976051,138,160,
伊朗,157,一次别离,8.7,2011,阿斯哈·法哈蒂,"剧情,家庭",123,伊朗 / 法国,124027,5964718,https://movie.douban.com/subject/5964718/,http://www.imdb.com/title/tt1832382,109,161,1
日本,158,罗生门,8.7,1950,黑泽明,"剧情,悬疑,犯罪",88,日本,114609,1291879,https://movie.douban.com/subject/1291879/,http://www.imdb.com/title/tt0042876,238,162,1
阿根廷,159,荒蛮故事,8.7,2014,达米安·斯兹弗隆,"剧情,喜剧,犯罪",122,阿根廷 / 西班牙,117606,24750126,https://movie.douban.com/subject/24750126/,http://www.imdb.com/title/tt3011894,160,163,1
法国,160,碧海蓝天,8.7,1988,吕克·贝松,"剧情,爱情",132,法国 / 美国 / 意大利,103972,1300960,https://movie.douban.com/subject/1300960/,http://www.imdb.com/title/tt0095250,24,164,
美国,161,梦之安魂曲,8.7,2000,达伦·阿伦诺夫斯基,剧情,102,美国,104535,1292270,https://movie.douban.com/subject/1292270/,http://www.imdb.com/title/tt0180093,215,165,
美国,162,战争之王,8.5,2005,安德鲁·尼科尔,"剧情,犯罪",122,美国 / 法国,164537,1419936,https://movie.douban.com/subject/1419936/,http://www.imdb.com/title/tt0399295,180,166,1
日本,163,秒速5厘米,8.4,2007,新海诚,"剧情,爱情,动画",63,日本,273175,2043546,https://movie.douban.com/subject/2043546/,http://www.imdb.com/title/tt0983213,202,167,
英国,164,时空恋旅人,8.6,2013,理查德·柯蒂斯,"剧情,爱情,奇幻",123,英国,180376,10577869,https://movie.douban.com/subject/10577869/,http://www.imdb.com/title/tt2194499,35,168,
中国大陆,165,心迷宫,8.6,2014,忻钰坤,"剧情,悬疑,犯罪",110,中国大陆,142255,25917973,https://movie.douban.com/subject/25917973/,http://www.imdb.com/title/tt4078856,123,169,1
中国大陆,166,可可西里,8.6,2004,陆川,"剧情,犯罪",85,中国大陆 / 香港,120721,1308857,https://movie.douban.com/subject/1308857/,http://www.imdb.com/title/tt0386651,199,170,1
香港,167,唐伯虎点秋香,8.3,1993,李力持,"喜剧,爱情,古装",102,香港,294330,1306249,https://movie.douban.com/subject/1306249/,http://www.imdb.com/title/tt0108289,161,171,1
美国,168,超能陆战队,8.6,2014,唐·霍尔,"喜剧,动作,科幻,动画,冒险",102,美国,340244,11026735,https://movie.douban.com/subject/11026735/,http://www.imdb.com/title/tt2245084,29,172,1
印度,169,地球上的星星,8.8,2007,阿米尔·汗,"剧情,家庭,儿童",165,印度,77309,2363506,https://movie.douban.com/subject/2363506/,http://www.imdb.com/title/tt0986264,168,173,1
日本,170,小森林,8.9,2015,森淳一,剧情,120,日本,98790,25814707,https://movie.douban.com/subject/25814707/,http://www.imdb.com/title/tt3474602,236,174,
美国,171,蝙蝠侠：黑暗骑士崛起,8.5,2012,克里斯托弗·诺兰,"剧情,动作,科幻,惊悚,犯罪",165,美国 / 英国,274954,3395373,https://movie.douban.com/subject/3395373/,http://www.imdb.com/title/tt1345836,110,175,1
英国,172,海盗电台,8.6,2009,理查德·柯蒂斯,"剧情,喜剧,音乐",116,英国 / 德国 / 法国,158550,3007773,https://movie.douban.com/subject/3007773/,http://www.imdb.com/title/tt1131729,205,176,1
美国,173,谍影重重2,8.5,2004,保罗·格林格拉斯,"动作,悬疑,惊悚",108,美国 / 德国,149004,1308767,https://movie.douban.com/subject/1308767/,http://www.imdb.com/title/tt0372183,239,177,1
美国,174,谍影重重,8.5,2002,道格·里曼,"动作,悬疑,惊悚",119,美国 / 德国 / 捷克,179989,1304102,https://movie.douban.com/subject/1304102/,http://www.imdb.com/title/tt0258463,112,178,1
香港,175,阿飞正传,8.5,1990,王家卫,"剧情,爱情,犯罪",94,香港,165936,1305690,https://movie.douban.com/subject/1305690/,http://www.imdb.com/title/tt0101258,14,179,
英国,176,恐怖游轮,8.3,2009,克里斯托弗·史密斯,"剧情,悬疑,惊悚",99,英国 / 澳大利亚,292170,3011051,https://movie.douban.com/subject/3011051/,http://www.imdb.com/title/tt1187064,117,180,
美国,177,达拉斯买家俱乐部,8.6,2013,让-马克·瓦雷,"剧情,同性,传记",117,美国,155380,1793929,https://movie.douban.com/subject/1793929/,http://www.imdb.com/title/tt0790636,56,181,1
美国,178,爆裂鼓手,8.6,2014,达米恩·查泽雷,"剧情,音乐",107,美国,217071,25773932,https://movie.douban.com/subject/25773932/,http://www.imdb.com/title/tt2582802,54,182,1
美国,179,惊魂记,8.8,1960,阿尔弗雷德·希区柯克,"悬疑,恐怖",109,美国,75699,1293181,https://movie.douban.com/subject/1293181/,http://www.imdb.com/title/tt0054215,118,183,
法国,180,迁徙的鸟,9.1,2001,雅克·贝汉,纪录片,98,法国 / 德国 / 意大利 / 西班牙 / 瑞士,49621,1292281,https://movie.douban.com/subject/1292281/,http://www.imdb.com/title/tt0301727,69,184,
日本,181,未麻的部屋,8.8,1997,今敏,"动画,惊悚,奇幻",81,日本,84300,1395091,https://movie.douban.com/subject/1395091/,http://www.imdb.com/title/tt0156887,57,185,
美国,182,荒野生存,8.6,2007,西恩·潘,"剧情,传记,冒险",148,美国,119661,1905462,https://movie.douban.com/subject/1905462/,http://www.imdb.com/title/tt0758758,242,186,1
美国,183,勇闯夺命岛,8.5,1996,迈克尔·贝,"动作,冒险",136,美国,133699,1292728,https://movie.douban.com/subject/1292728/,http://www.imdb.com/title/tt0117500,113,187,1
美国,184,绿里奇迹,8.7,1999,弗兰克·德拉邦特,"剧情,悬疑,犯罪,奇幻",189,美国,99258,1300374,https://movie.douban.com/subject/1300374/,http://www.imdb.com/title/tt0120689,87,188,1
日本,185,魔女宅急便,8.4,1989,宫崎骏,"动画,奇幻,冒险",103,日本,179107,1307811,https://movie.douban.com/subject/1307811/,http://www.imdb.com/title/tt0097814,41,189,1
美国,186,再次出发之纽约遇见你,8.5,2013,约翰·卡尼,"喜剧,爱情,音乐",104,美国,151944,6874403,https://movie.douban.com/subject/6874403/,http://www.imdb.com/title/tt1980929,115,190,
日本,187,东京物语,9.2,1953,小津安二郎,"剧情,家庭",136,日本,46441,1291568,https://movie.douban.com/subject/1291568/,http://www.imdb.com/title/tt0046438,3,191,
台湾,188,牯岭街少年杀人事件,8.7,1991,杨德昌,"剧情,犯罪",237,台湾,96445,1292329,https://movie.douban.com/subject/1292329/,http://www.imdb.com/title/tt0101985,17,192,
美国,189,卡萨布兰卡,8.6,1942,迈克尔·柯蒂斯,"剧情,爱情,战争",102,美国,116684,1296753,https://movie.douban.com/subject/1296753/,http://www.imdb.com/title/tt0034583,209,193,
日本,190,燕尾蝶,8.6,1996,岩井俊二,"剧情,犯罪",146,日本,103247,1307793,https://movie.douban.com/subject/1307793/,http://www.imdb.com/title/tt0117797,62,194,
美国,191,被解救的姜戈,8.5,2012,昆汀·塔伦蒂诺,"剧情,动作,西部,冒险",163,美国,243056,6307447,https://movie.douban.com/subject/6307447/,http://www.imdb.com/title/tt1853728,229,195,1
美国,192,末路狂花,8.7,1991,雷德利·斯科特,"剧情,惊悚,犯罪",130,美国 / 法国,96788,1291992,https://movie.douban.com/subject/1291992/,http://www.imdb.com/title/tt0103074,220,196,
美国,193,这个男人来自地球,8.5,2007,理查德·沙因克曼,"剧情,科幻",87,美国,163840,2300586,https://movie.douban.com/subject/2300586/,http://www.imdb.com/title/tt0756683,210,197,1
美国,194,变脸,8.4,1997,吴宇森,"动作,科幻,犯罪",138,美国,201254,1292659,https://movie.douban.com/subject/1292659/,http://www.imdb.com/title/tt0119094,40,198,1
美国,195,终结者2：审判日,8.5,1991,詹姆斯·卡梅隆,"动作,科幻",137,美国 / 法国,131684,1291844,https://movie.douban.com/subject/1291844/,http://www.imdb.com/title/tt0103064,184,199,1
美国,196,英国病人,8.4,1996,安东尼·明格拉,"剧情,爱情,战争",162,美国 / 英国,165403,1291853,https://movie.douban.com/subject/1291853/,http://www.imdb.com/title/tt0116209,128,200,
日本,197,忠犬八公物语,9,1987,神山征二郎,剧情,107,日本,51233,1959195,https://movie.douban.com/subject/1959195/,http://www.imdb.com/title/tt0093132,74,201,
美国,198,E.T.,8.5,1982,史蒂文·斯皮尔伯格,"剧情,科幻,奇幻,冒险",115,美国,142315,1294638,https://movie.douban.com/subject/1294638/,http://www.imdb.com/title/tt0083866,166,202,1
中国大陆,199,哪吒闹海,8.8,1979,严定宪,"动画,奇幻,冒险",65,中国大陆,73132,1307315,https://movie.douban.com/subject/1307315/,http://www.imdb.com/title/tt0354770,77,203,
香港,200,青蛇,8.4,1993,徐克,"剧情,奇幻,古装",99,香港,202378,1303394,https://movie.douban.com/subject/1303394/,http://www.imdb.com/title/tt0106559,37,204,
美国,201,叫我第一名,8.6,2008,彼得·维纳,"剧情,传记",95,美国,102105,4798888,https://movie.douban.com/subject/4798888/,http://www.imdb.com/title/tt1292594,174,205,1
英国,202,发条橙,8.4,1971,斯坦利·库布里克,"剧情,科幻,犯罪",136,英国 / 美国,174544,1292233,https://movie.douban.com/subject/1292233/,http://www.imdb.com/title/tt0066921,70,206,
美国,203,源代码,8.3,2011,邓肯·琼斯,"剧情,动作,科幻,惊悚,犯罪",93,美国 / 加拿大,382594,3075287,https://movie.douban.com/subject/3075287/,http://www.imdb.com/title/tt0945513,7,207,1
意大利,204,黄金三镖客,9.1,1966,赛尔乔·莱翁内,"西部,冒险",161,意大利 / 西班牙 / 西德,47125,1401118,https://movie.douban.com/subject/1401118/,http://www.imdb.com/title/tt0060196,149,208,
美国,205,黑客帝国3：矩阵革命,8.5,2003,莉莉·沃卓斯基,"动作,科幻",129,美国 / 澳大利亚,143314,1302467,https://movie.douban.com/subject/1302467/,http://www.imdb.com/title/tt0242653,88,209,1
香港,206,新龙门客栈,8.4,1992,李惠民,"剧情,动作,武侠,古装",88,香港 / 中国大陆,169006,1292287,https://movie.douban.com/subject/1292287/,http://www.imdb.com/title/tt0105859,16,210,
法国,207,穆赫兰道,8.3,2001,大卫·林奇,"剧情,悬疑,惊悚",147,法国 / 美国,218137,1292217,https://movie.douban.com/subject/1292217/,http://www.imdb.com/title/tt0166924,49,211,1
美国,208,美国丽人,8.4,1999,萨姆·门德斯,"剧情,家庭",122,美国,172170,1292062,https://movie.douban.com/subject/1292062/,http://www.imdb.com/title/tt0169547,84,212,
德国,209,非常嫌疑犯,8.6,1995,布莱恩·辛格,"剧情,悬疑,惊悚,犯罪",106,德国 / 美国,107712,1292214,https://movie.douban.com/subject/1292214/,http://www.imdb.com/title/tt0114814,63,213,1
美国,210,城市之光,9.2,1931,查理·卓别林,"剧情,喜剧,爱情",87,美国,39210,1293908,https://movie.douban.com/subject/1293908/,http://www.imdb.com/title/tt0021749,55,214,
美国,211,无耻混蛋,8.4,2009,昆汀·塔伦蒂诺,"剧情,犯罪",153,美国 / 德国,208417,1438652,https://movie.douban.com/subject/1438652/,http://www.imdb.com/title/tt0361748,119,215,1
博茨瓦纳,212,上帝也疯狂,8.6,1980,加美·尤伊斯,喜剧,109,博茨瓦纳 / 南非,90080,1297478,https://movie.douban.com/subject/1297478/,http://www.imdb.com/title/tt0080801,75,216,1
泰国,213,初恋这件小事,8.3,2010,普特鹏·普罗萨卡·那·萨克那卡林,"喜剧,爱情",118,泰国,425611,4739952,https://movie.douban.com/subject/4739952/,http://www.imdb.com/title/tt1859438,99,217,1
美国,214,勇士,8.9,2011,加文·欧康诺,"剧情,家庭,运动",140,美国,81713,3217169,https://movie.douban.com/subject/3217169/,http://www.imdb.com/title/tt1291584,162,218,1
韩国,215,爱·回家,9,2002,李廷香,"剧情,家庭,儿童",80,韩国,44227,1299361,https://movie.douban.com/subject/1299361/,http://www.imdb.com/title/tt0312841,79,219,
台湾,216,蓝色大门,8.2,2002,易智言,"剧情,爱情,同性",85,台湾 / 法国,259264,1308575,https://movie.douban.com/subject/1308575/,http://www.imdb.com/title/tt0333764,195,220,
爱尔兰,217,曾经,8.3,2006,约翰·卡尼,"剧情,爱情,音乐",85,爱尔兰,192640,2053515,https://movie.douban.com/subject/2053515/,http://www.imdb.com/title/tt0907657,20,221,
英国,218,模仿游戏,8.5,2014,莫滕·泰杜姆,"剧情,同性,传记,战争",114,英国 / 美国,232190,10463953,https://movie.douban.com/subject/10463953/,http://www.imdb.com/title/tt2084970,243,222,
美国,219,无敌破坏王,8.6,2012,瑞奇·摩尔,"喜剧,动画,冒险",101,美国,172812,6534248,https://movie.douban.com/subject/6534248/,http://www.imdb.com/title/tt1772341,45,223,1
美国,220,大卫·戈尔的一生,8.7,2003,艾伦·帕克,"剧情,悬疑,犯罪",130,美国 / 德国 / 英国,81043,1305725,https://movie.douban.com/subject/1305725/,http://www.imdb.com/title/tt0289992,116,224,
美国,221,暖暖内含光,8.4,2004,米歇尔·贡德里,"剧情,爱情,奇幻",108,美国,135062,1308777,https://movie.douban.com/subject/1308777/,http://www.imdb.com/title/tt0338013,66,225,
香港,222,麦兜故事,8.5,2001,袁建滔,"剧情,喜剧,动画",75,香港,119787,1302476,https://movie.douban.com/subject/1302476/,http://www.imdb.com/title/tt0312941,156,226,
美国,223,血钻,8.5,2006,爱德华·兹威克,"剧情,惊悚,冒险",143,美国 / 德国,119253,1428175,https://movie.douban.com/subject/1428175/,http://www.imdb.com/title/tt0450259,203,227,1
法国,224,蝴蝶,8.6,2002,费利普·弥勒,"剧情,喜剧,儿童",85,法国,90954,1292056,https://movie.douban.com/subject/1292056/,http://www.imdb.com/title/tt0329485,145,228,
英国,225,国王的演讲,8.3,2010,汤姆·霍珀,"剧情,传记,历史",118,英国 / 澳大利亚 / 美国,314755,4023638,https://movie.douban.com/subject/4023638/,http://www.imdb.com/title/tt1504320,155,229,1
美国,226,遗愿清单,8.5,2007,罗伯·莱纳,"剧情,喜剧,冒险",97,美国,115882,1867345,https://movie.douban.com/subject/1867345/,http://www.imdb.com/title/tt0825232,152,230,1
法国,227,巴黎淘气帮,8.6,2009,洛朗·蒂拉尔,"喜剧,家庭,儿童",92,法国 / 比利时,99958,3157605,https://movie.douban.com/subject/3157605/,http://www.imdb.com/title/tt1264904,154,231,
美国,228,与狼共舞,8.9,1990,凯文·科斯特纳,"剧情,西部,冒险",181,美国,53129,1293764,https://movie.douban.com/subject/1293764/,http://www.imdb.com/title/tt0099348,120,232,
美国,229,爱在午夜降临前,8.7,2013,理查德·林克莱特,"剧情,爱情",109,美国,104593,10808442,https://movie.douban.com/subject/10808442/,http://www.imdb.com/title/tt2209418,30,233,
美国,230,荒岛余生,8.4,2000,罗伯特·泽米吉斯,"剧情,冒险",143,美国,122310,1298653,https://movie.douban.com/subject/1298653/,http://www.imdb.com/title/tt0162222,216,234,1
香港,231,枪火,8.6,1999,杜琪峰,"剧情,动作,犯罪",84,香港,90491,1300741,https://movie.douban.com/subject/1300741/,http://www.imdb.com/title/tt0220644,60,235,
英国,232,偷拐抢骗,8.5,2000,盖·里奇,"喜剧,犯罪",104,英国 / 美国,108650,1301171,https://movie.douban.com/subject/1301171/,http://www.imdb.com/title/tt0208092,136,236,1
中国大陆,233,疯狂的石头,8.2,2006,宁浩,"喜剧,犯罪",106,中国大陆 / 香港,285353,1862151,https://movie.douban.com/subject/1862151/,http://www.imdb.com/title/tt0843270,163,237,1
美国,234,千钧一发,8.7,1997,安德鲁·尼科尔,"剧情,科幻",106,美国,76358,1300117,https://movie.douban.com/subject/1300117/,http://www.imdb.com/title/tt0119177,188,238,
美国,235,夜访吸血鬼,8.3,1994,尼尔·乔丹,"剧情,惊悚,奇幻",123,美国,186044,1299327,https://movie.douban.com/subject/1299327/,http://www.imdb.com/title/tt0110148,34,239,
